outcome,month,MMWR week,Age group,Vaccine product,Vaccinated with outcome,Fully vaccinated population,Unvaccinated with outcome,Unvaccinated population,Crude vax IR,Crude unvax IR,Crude IRR,Age adjusted vax IR,Age adjusted unvax IR,Age adjusted IRR,Continuity correction
death,11 - NOV,202146,30-49,all_types,21,"34,139,857",226,"14,773,973.75",0.0615117,1.529717081,24.86872495,,,,1
death,11 - NOV,202147,30-49,all_types,13,"34,360,451",192,"14,521,724.75",0.0378342,1.322156998,34.94608519,,,,1
death,12 - DEC,202148,30-49,all_types,16,"34,570,753",203,"14,253,689.75",0.0462819,1.424192638,30.77213244,,,,1
case,04 - APR,202114,50-64,all_types,"1,401","7,055,005","45,050","22,235,297",19.85824248,202.6057938,10.20260449,,,,0
case,04 - APR,202115,50-64,all_types,"1,740","9,084,102","40,345","20,106,034",19.15434239,200.6611548,10.47601378,,,,0
case,04 - APR,202116,50-64,all_types,"1,948","11,807,727","32,167","18,605,981",16.4976714,172.8852674,10.47937392,,,,0
case,04 - APR,202117,50-64,all_types,"2,081","14,805,442","26,222","17,392,842.8",14.05564251,150.7631633,10.72616661,,,,1
case,05 - MAY,202118,50-64,all_types,"1,857","17,648,534","21,844","16,485,186.8",10.52212042,132.5068394,12.59316888,,,,1
case,05 - MAY,202119,50-64,all_types,"1,694","20,078,656","18,270","15,804,340.8",8.436819676,115.6011518,13.70198206,,,,1
case,05 - MAY,202120,50-64,all_types,"1,517","22,021,564","13,519","15,137,277.8",6.888702365,89.30932086,12.96460729,,,,1
case,05 - MAY,202121,50-64,all_types,"1,330","23,466,821","10,025","14,612,339.8",5.667576362,68.606398,12.10506813,,,,1
case,06 - JUN,202122,50-64,all_types,"1,236","24,622,911","7,882","14,245,166.8",5.019715175,55.33104744,11.02274641,,,,1
case,06 - JUN,202123,50-64,all_types,"1,363","25,470,674","7,092","13,921,005.8",5.351252189,50.94459482,9.520125949,,,,1
case,06 - JUN,202124,50-64,all_types,"1,406","26,031,944","6,686","13,646,241.8",5.401056487,48.99517463,9.071405705,,,,1
case,06 - JUN,202125,50-64,all_types,"1,807","26,532,449","7,013","13,393,489.8",6.810528497,52.36125987,7.688281445,,,,1
case,06 - JUN,202126,50-64,all_types,"2,669","26,986,768","8,541","13,160,553.8",9.890032033,64.89848474,6.562009559,,,,1
case,07 - JUL,202127,50-64,all_types,"4,473","27,314,733","12,601","12,967,072.8",16.37577786,97.17690488,5.934185581,,,,1
case,07 - JUL,202128,50-64,all_types,"8,259","27,568,286","19,463","12,761,569.8",29.95833691,152.5125851,5.090822817,,,,1
case,07 - JUL,202129,50-64,all_types,"15,043","27,774,484","31,503","12,506,144.8",54.16122222,251.9001699,4.650932154,,,,1
case,07 - JUL,202130,50-64,all_types,"22,870","27,980,889","45,544","12,164,778.8",81.73435805,374.39234,4.58059926,,,,1
case,08 - AUG,202131,50-64,all_types,"30,438","28,178,211","57,360","11,789,733.8",108.0196326,486.5249799,4.504042164,,,,1
case,08 - AUG,202132,50-64,all_types,"34,441","28,366,620","64,295","11,422,781.8",121.4138308,562.8663939,4.635933076,,,,1
case,08 - AUG,202133,50-64,all_types,"36,193","28,557,821","66,008","11,084,322.8",126.7358599,595.5077382,4.698810099,,,,1
case,08 - AUG,202134,50-64,all_types,"36,634","28,779,949","64,975","10,762,561.8",127.2900101,603.713142,4.742816355,,,,1
case,09 - SEP,202135,50-64,all_types,"34,640","29,070,673","61,385","10,456,370.8",119.1578881,587.0583702,4.92672688,,,,1
case,09 - SEP,202136,50-64,all_types,"32,133","29,409,675","56,098","10,226,548.8",109.2599629,548.5526065,5.020618641,,,,1
case,09 - SEP,202137,50-64,all_types,"29,819","29,754,297","49,703","9,979,022.8",100.2174577,498.0748215,4.969940698,,,,1
case,09 - SEP,202138,50-64,all_types,"26,295","30,033,084","41,604","9,780,058.8",87.55344606,425.3962154,4.858703278,,,,1
case,09 - SEP,202139,50-64,all_types,"25,543","30,335,157","37,525","9,591,595.8",84.20262997,391.2279123,4.646267134,,,,1
case,10 - OCT,202140,50-64,all_types,"24,327","30,608,262","34,360","9,423,789.8",79.47854079,364.6091512,4.587516927,,,,1
case,10 - OCT,202141,50-64,all_types,"22,115","30,831,277","30,324","9,269,486.8",71.72910807,327.1378519,4.560740551,,,,1
case,10 - OCT,202142,50-64,all_types,"21,411","31,030,618","27,501","9,118,585.8",68.9995926,301.5928194,4.370936233,,,,1
case,10 - OCT,202143,50-64,all_types,"22,372","31,202,809","28,263","8,920,927.8",71.69867303,316.8168226,4.418726445,,,,1
case,11 - NOV,202144,50-64,all_types,"24,192","31,359,547","29,000","8,725,383.8",77.1439715,332.3636033,4.308354844,,,,1
case,11 - NOV,202145,50-64,all_types,"27,346","31,523,344","32,574","8,532,756.8",86.74841096,381.7523546,4.400684121,,,,1
case,11 - NOV,202146,50-64,all_types,"30,376","31,683,098","36,299","8,320,957.15",95.87446278,436.2358722,4.550073706,,,,1
case,11 - NOV,202147,50-64,all_types,"27,629","31,826,081","33,030","8,117,755.15",86.81244794,406.8858864,4.686953266,,,,1
case,12 - DEC,202148,50-64,all_types,"40,025","31,969,905","46,533","7,906,356.15",125.1958678,588.5517818,4.701047983,,,,1
case,12 - DEC,202149,50-64,all_types,"36,216","32,101,018","43,552","7,682,322.15",112.818852,566.91192,5.024975079,,,,1
case,12 - DEC,202150,50-64,all_types,"49,220","32,233,385","46,104","7,485,468.15",152.6988245,615.9133815,4.033517503,,,,1
case,12 - DEC,202151,50-64,all_types,"102,658","32,382,221","65,616","7,311,054.15",317.0196386,897.4902751,2.831024219,,,,1
death,04 - APR,202114,50-64,all_types,7,"6,322,757",581,"20,115,132",0.110711198,2.888372793,26.08925614,,,,0
death,04 - APR,202115,50-64,all_types,15,"8,114,746",545,"18,189,674",0.184848669,2.99620543,16.20896402,,,,0
death,04 - APR,202116,50-64,all_types,16,"10,559,794",481,"16,817,412",0.151518107,2.860130917,18.87649581,,,,0
death,04 - APR,202117,50-64,all_types,19,"13,220,304",426,"15,706,119.8",0.143718329,2.712318545,18.8724609,,,,1
death,05 - MAY,202118,50-64,all_types,28,"15,769,296",364,"14,871,790.8",0.177560241,2.447586877,13.78454355,,,,1
death,05 - MAY,202119,50-64,all_types,9,"17,962,065",304,"14,245,510.8",0.0501056,2.134005612,42.59016391,,,,1
death,05 - MAY,202120,50-64,all_types,17,"19,720,624",237,"13,637,113.8",0.086204169,1.737904394,20.16032889,,,,1
death,05 - MAY,202121,50-64,all_types,21,"21,028,883",202,"13,163,716.8",0.099862651,1.53452101,15.36631561,,,,1
death,06 - JUN,202122,50-64,all_types,19,"22,075,269",181,"12,829,791.8",0.086069166,1.410778934,16.39122341,,,,1
death,06 - JUN,202123,50-64,all_types,14,"22,841,419",183,"12,532,099.8",0.0612922,1.460250101,23.82441743,,,,1
death,06 - JUN,202124,50-64,all_types,13,"23,351,253",177,"12,281,159.8",0.0556715,1.441231959,25.88813239,,,,1
death,06 - JUN,202125,50-64,all_types,20,"23,803,878",204,"12,050,293.8",0.084019923,1.692904782,20.14884945,,,,1
death,06 - JUN,202126,50-64,all_types,31,"24,211,887",270,"11,837,338.8",0.128036282,2.280918073,17.81462278,,,,1
death,07 - JUL,202127,50-64,all_types,36,"24,506,528",438,"11,660,475.8",0.146899634,3.756278968,25.57037658,,,,1
death,07 - JUL,202128,50-64,all_types,56,"24,735,747",634,"11,472,216.8",0.226393001,5.526394864,24.41062592,,,,1
death,07 - JUL,202129,50-64,all_types,94,"24,923,119","1,061","11,238,531.8",0.377159857,9.440734954,25.03112348,,,,1
death,07 - JUL,202130,50-64,all_types,160,"25,110,300","1,599","10,926,518.8",0.637188723,14.63412116,22.96669829,,,,1
death,08 - AUG,202131,50-64,all_types,185,"25,289,442","2,136","10,586,018.8",0.731530573,20.17755721,27.58265745,,,,1
death,08 - AUG,202132,50-64,all_types,236,"25,460,849","2,393","10,252,659.8",0.926913317,23.34028483,25.18065541,,,,1
death,08 - AUG,202133,50-64,all_types,208,"25,635,029","2,438","9,947,274.8",0.811389759,24.50922538,30.20647613,,,,1
death,08 - AUG,202134,50-64,all_types,205,"25,838,061","2,222","9,658,099.8",0.793403189,23.00659598,28.99735757,,,,1
death,09 - SEP,202135,50-64,all_types,189,"26,104,491","2,067","9,385,796.8",0.724013351,22.02263744,30.4174466,,,,1
death,09 - SEP,202136,50-64,all_types,170,"26,414,682","1,757","9,181,569.8",0.643581475,19.13616123,29.73385962,,,,1
death,09 - SEP,202137,50-64,all_types,171,"26,728,778","1,360","8,960,011.8",0.639759887,15.17855144,23.72538782,,,,1
death,09 - SEP,202138,50-64,all_types,128,"26,982,038","1,199","8,784,401.8",0.474389666,13.64919351,28.77211389,,,,1
death,09 - SEP,202139,50-64,all_types,115,"27,256,230",938,"8,620,054.8",0.421921887,10.88160136,25.79055907,,,,1
death,10 - OCT,202140,50-64,all_types,98,"27,501,786",764,"8,474,517.8",0.356340494,9.015262202,25.29957263,,,,1
death,10 - OCT,202141,50-64,all_types,103,"27,701,296",680,"8,342,973.8",0.371823759,8.150570963,21.92052222,,,,1
death,10 - OCT,202142,50-64,all_types,90,"27,879,435",582,"8,214,090.8",0.322818594,7.085385518,21.948505,,,,1
death,10 - OCT,202143,50-64,all_types,66,"28,031,989",534,"8,052,177.8",0.235445298,6.631746259,28.16682397,,,,1
death,11 - NOV,202144,50-64,all_types,84,"28,171,260",606,"7,895,498.8",0.298176226,7.675259225,25.74068133,,,,1
death,11 - NOV,202145,50-64,all_types,91,"28,317,080",606,"7,738,494.8",0.321360818,7.830980257,24.3681862,,,,1
death,11 - NOV,202146,50-64,all_types,104,"28,458,241",646,"7,563,156.15",0.365447745,8.541407677,23.37244598,,,,1
death,11 - NOV,202147,50-64,all_types,114,"28,584,393",621,"7,403,392.15",0.398819034,8.388046823,21.03221288,,,,1
death,12 - DEC,202148,50-64,all_types,102,"28,711,567",653,"7,228,421.15",0.355257517,9.033784646,25.42883462,,,,1
case,04 - APR,202114,65-79,all_types,"1,518","13,841,765","12,995","7,437,584.2",10.96680951,174.7207111,15.93177222,,,,1
case,04 - APR,202115,65-79,all_types,"1,810","15,870,287","12,289","6,815,957.2",11.40496073,180.2974937,15.80869044,,,,1
case,04 - APR,202116,65-79,all_types,"1,800","17,418,931","10,548","6,361,860.2",10.33358477,165.8005625,16.04482533,,,,1
case,04 - APR,202117,65-79,all_types,"1,828","18,500,297","8,826","5,991,843.2",9.880922452,147.3002498,14.90754031,,,,1
case,05 - MAY,202118,65-79,all_types,"1,535","19,256,318","7,536","5,694,751.2",7.971409695,132.3323835,16.60087596,,,,1
case,05 - MAY,202119,65-79,all_types,"1,497","19,840,141","6,593","5,461,790.2",7.54530928,120.7113375,15.9981961,,,,1
case,05 - MAY,202120,65-79,all_types,"1,291","20,330,119","5,064","5,243,737.2",6.350184177,96.57234539,15.20780228,,,,1
case,05 - MAY,202121,65-79,all_types,"1,080","20,723,447","3,904","5,070,782.2",5.211488224,76.99009435,14.77314944,,,,1
case,06 - JUN,202122,65-79,all_types,"1,006","21,057,473","3,056","4,952,012.2",4.777401353,61.71228738,12.917543,,,,1
case,06 - JUN,202123,65-79,all_types,996,"21,318,129","2,694","4,844,240.2",4.672079806,55.61243639,11.90314351,,,,1
case,06 - JUN,202124,65-79,all_types,"1,125","21,500,907","2,521","4,752,319.2",5.232337408,53.04778349,10.13844853,,,,1
case,06 - JUN,202125,65-79,all_types,"1,411","21,665,453","2,659","4,666,809.2",6.512672502,56.97683119,8.74860991,,,,1
case,06 - JUN,202126,65-79,all_types,"1,837","21,812,453","3,268","4,589,058.2",8.421794651,71.21286891,8.455783103,,,,1
case,07 - JUL,202127,65-79,all_types,"3,008","21,920,833","4,532","4,523,123.2",13.72210627,100.1962538,7.301812986,,,,1
case,07 - JUL,202128,65-79,all_types,"5,449","22,004,513","6,748","4,453,151.2",24.76310201,151.5331435,6.11931185,,,,1
case,07 - JUL,202129,65-79,all_types,"9,932","22,075,781","10,957","4,366,001.2",44.99048074,250.96191,5.57811132,,,,1
case,07 - JUL,202130,65-79,all_types,"15,901","22,147,709","16,180","4,253,089.5",71.79523625,380.4293326,5.298810234,,,,1
case,08 - AUG,202131,65-79,all_types,"21,156","22,215,956","20,753","4,135,484.5",95.22885263,501.8275368,5.269700547,,,,1
case,08 - AUG,202132,65-79,all_types,"24,234","22,281,305","23,720","4,021,677.5",108.7638269,589.8036329,5.422792207,,,,1
case,08 - AUG,202133,65-79,all_types,"25,819","22,346,885","25,316","3,900,833.5",115.5373557,648.9895044,5.617140022,,,,1
case,08 - AUG,202134,65-79,all_types,"26,083","22,422,457","24,976","3,785,855.5",116.3253429,659.7187875,5.671324673,,,,1
case,09 - SEP,202135,65-79,all_types,"25,008","22,525,422","24,041","3,674,439.5",111.0212275,654.2766591,5.893257298,,,,1
case,09 - SEP,202136,65-79,all_types,"22,858","22,644,732","21,884","3,591,382.5",100.9417996,609.3475145,6.036622259,,,,1
case,09 - SEP,202137,65-79,all_types,"21,742","22,763,682","20,302","3,503,984.5",95.51178935,579.3975401,6.06624108,,,,1
case,09 - SEP,202138,65-79,all_types,"19,142","22,857,448","17,422","3,424,446.5",83.745132,508.7537504,6.07502476,,,,1
case,09 - SEP,202139,65-79,all_types,"18,561","22,956,688","16,190","3,279,866.45",80.85225534,493.6176593,6.105181077,,,,1
case,10 - OCT,202140,65-79,all_types,"17,650","23,049,159","14,940","3,164,787.45",76.57546204,472.0696172,6.16476355,,,,1
case,10 - OCT,202141,65-79,all_types,"15,571","23,157,302","13,493","3,068,682.45",67.24013013,439.7001065,6.539251272,,,,1
case,10 - OCT,202142,65-79,all_types,"14,097","23,254,914","12,403","2,999,649.15",60.61944585,413.48169,6.820941436,,,,1
case,10 - OCT,202143,65-79,all_types,"13,996","23,334,985","12,173","2,881,017.45",59.97861151,422.5243412,7.044583569,,,,1
case,11 - NOV,202144,65-79,all_types,"13,955","23,410,603","12,242","2,790,353.85",59.60974179,438.7257193,7.35996678,,,,1
case,11 - NOV,202145,65-79,all_types,"14,398","23,527,941","13,396","2,707,488.4",61.19532517,494.7758964,8.085191067,,,,1
case,11 - NOV,202146,65-79,all_types,"15,466","23,639,186","15,362","2,629,324.8",65.42526464,584.2564601,8.93013522,,,,1
case,11 - NOV,202147,65-79,all_types,"13,950","23,729,987","14,229","2,577,613.8",58.7863786,552.0221842,9.39030771,,,,1
case,12 - DEC,202148,65-79,all_types,"19,047","23,815,083","19,058","2,508,804.8",79.97872609,759.6445925,9.498083174,,,,1
case,12 - DEC,202149,65-79,all_types,"16,516","23,879,112","18,145","2,454,058.8",69.16505103,739.3873366,10.69018711,,,,1
case,12 - DEC,202150,65-79,all_types,"19,466","23,943,041","18,034","2,404,287.8",81.301285,750.0765923,9.225888525,,,,1
case,12 - DEC,202151,65-79,all_types,"36,242","24,011,882","22,631","2,371,456.8",150.9336086,954.3079174,6.322699935,,,,1
death,04 - APR,202114,65-79,all_types,55,"12,398,299",675,"6,826,985.2",0.44360924,9.887233973,22.28816056,,,,1
death,04 - APR,202115,65-79,all_types,48,"14,167,555",700,"6,261,258.2",0.338802285,11.17986158,32.9981883,,,,1
death,04 - APR,202116,65-79,all_types,46,"15,528,854",667,"5,844,251.2",0.296222761,11.41292489,38.52818356,,,,1
death,04 - APR,202117,65-79,all_types,58,"16,486,553",538,"5,505,462.2",0.351801859,9.77211323,27.77732115,,,,1
death,05 - MAY,202118,65-79,all_types,50,"17,163,855",503,"5,232,719.2",0.291309849,9.612593009,32.99783052,,,,1
death,05 - MAY,202119,65-79,all_types,52,"17,692,059",390,"5,018,696.2",0.293917175,7.770942581,26.43922589,,,,1
death,05 - MAY,202120,65-79,all_types,46,"18,134,486",335,"4,819,518.2",0.253660346,6.950902271,27.40239998,,,,1
death,05 - MAY,202121,65-79,all_types,36,"18,488,539",269,"4,662,855.2",0.194715223,5.768997502,29.62787092,,,,1
death,06 - JUN,202122,65-79,all_types,31,"18,788,557",223,"4,554,690.2",0.164994044,4.896051986,29.67411349,,,,1
death,06 - JUN,202123,65-79,all_types,33,"19,022,864",195,"4,455,818.2",0.173475456,4.376300631,25.22720355,,,,1
death,06 - JUN,202124,65-79,all_types,30,"19,187,641",200,"4,371,952.2",0.156350643,4.574615432,29.25869287,,,,1
death,06 - JUN,202125,65-79,all_types,56,"19,335,854",231,"4,294,097.2",0.289617412,5.37947767,18.57442765,,,,1
death,06 - JUN,202126,65-79,all_types,47,"19,467,941",274,"4,223,188.2",0.241422552,6.487989335,26.87399863,,,,1
death,07 - JUL,202127,65-79,all_types,83,"19,565,220",432,"4,162,835.2",0.424222166,10.37754269,24.46251877,,,,1
death,07 - JUL,202128,65-79,all_types,171,"19,640,696",645,"4,098,719.2",0.870641244,15.73662329,18.07475053,,,,1
death,07 - JUL,202129,65-79,all_types,281,"19,705,463","1,061","4,019,192.2",1.426000495,26.39833945,18.51215307,,,,1
death,07 - JUL,202130,65-79,all_types,409,"19,770,561","1,613","3,915,926.5",2.068732395,41.1907629,19.91111224,,,,1
death,08 - AUG,202131,65-79,all_types,527,"19,832,406","2,083","3,809,133.5",2.657267101,54.68435275,20.57917051,,,,1
death,08 - AUG,202132,65-79,all_types,628,"19,891,804","2,402","3,705,473.5",3.157079167,64.82302464,20.53259396,,,,1
death,08 - AUG,202133,65-79,all_types,643,"19,951,501","2,526","3,599,413.5",3.222815166,70.17809985,21.77540326,,,,1
death,08 - AUG,202134,65-79,all_types,633,"20,020,580","2,440","3,499,899.5",3.161746563,69.71628757,22.04992911,,,,1
death,09 - SEP,202135,65-79,all_types,579,"20,115,426","2,223","3,404,708.5",2.87838796,65.29193322,22.68350693,,,,1
death,09 - SEP,202136,65-79,all_types,535,"20,225,192","1,928","3,334,063.5",2.645215927,57.82733292,21.86110114,,,,1
death,09 - SEP,202137,65-79,all_types,466,"20,334,319","1,642","3,258,552.5",2.291692188,50.39047246,21.98832493,,,,1
death,09 - SEP,202138,65-79,all_types,395,"20,420,082","1,328","3,190,722.5",1.934370293,41.62066742,21.51639093,,,,1
death,09 - SEP,202139,65-79,all_types,339,"20,511,129","1,097","3,093,870.45",1.652761289,35.45720539,21.45331309,,,,1
death,10 - OCT,202140,65-79,all_types,327,"20,595,435",972,"3,019,276.45",1.587730485,32.19314349,20.27620166,,,,1
death,10 - OCT,202141,65-79,all_types,290,"20,695,686",875,"2,955,268.45",1.401258214,29.60813932,21.12968119,,,,1
death,10 - OCT,202142,65-79,all_types,289,"20,785,576",786,"2,890,866.45",1.390387257,27.18908028,19.55504134,,,,1
death,10 - OCT,202143,65-79,all_types,266,"20,858,765",739,"2,778,546.75",1.275243285,26.59663725,20.85612805,,,,1
death,11 - NOV,202144,65-79,all_types,266,"20,928,158",792,"2,694,368.15",1.271014869,29.39464676,23.12691021,,,,1
death,11 - NOV,202145,65-79,all_types,261,"21,037,308",826,"2,616,818.7",1.240653034,31.56504499,25.44228251,,,,1
death,11 - NOV,202146,65-79,all_types,301,"21,138,964",943,"2,538,217.7",1.423910841,37.15205359,26.09155891,,,,1
death,11 - NOV,202147,65-79,all_types,326,"21,221,327",827,"2,482,936.7",1.536190456,33.30733321,21.6817733,,,,1
death,12 - DEC,202148,65-79,all_types,287,"21,298,976",997,"2,411,278.7",1.347482621,41.34735649,30.68489037,,,,1
case,04 - APR,202114,80+,all_types,728,"4,734,334","3,144","2,508,445.55",15.37703086,125.3365854,8.1508964,,,,1
case,04 - APR,202115,80+,all_types,853,"5,156,020","2,860","2,371,891.55",16.54376826,120.5788688,7.28847666,,,,1
case,04 - APR,202116,80+,all_types,799,"5,489,355","2,516","2,269,698.55",14.55544413,110.8517252,7.615825683,,,,1
case,04 - APR,202117,80+,all_types,915,"5,720,199","2,099","2,186,477.55",15.99594699,95.99915627,6.001467516,,,,1
case,05 - MAY,202118,80+,all_types,813,"5,877,575","1,812","2,118,930.55",13.83223523,85.51483672,6.18228618,,,,1
case,05 - MAY,202119,80+,all_types,680,"5,997,986","1,821","2,064,477.55",11.33713883,88.20633579,7.780299517,,,,1
case,05 - MAY,202120,80+,all_types,634,"6,099,777","1,256","2,015,927.55",10.39382259,62.30382635,5.994313043,,,,1
case,05 - MAY,202121,80+,all_types,536,"6,184,746",968,"1,977,168.55",8.666483636,48.95890135,5.649223308,,,,1
case,06 - JUN,202122,80+,all_types,454,"6,259,508",790,"1,950,889.55",7.252966208,40.49434782,5.583143043,,,,1
case,06 - JUN,202123,80+,all_types,476,"6,319,241",673,"1,926,001.55",7.532550191,34.94285869,4.638914817,,,,1
case,06 - JUN,202124,80+,all_types,492,"6,360,733",619,"1,904,739.55",7.734957591,32.4978814,4.20142981,,,,1
case,06 - JUN,202125,80+,all_types,523,"6,398,276",653,"1,885,320.55",8.174076892,34.63601985,4.23730047,,,,1
case,06 - JUN,202126,80+,all_types,703,"6,431,087",799,"1,868,266.55",10.93127803,42.76691674,3.912343703,,,,1
case,07 - JUL,202127,80+,all_types,994,"6,455,005","1,029","1,853,588.55",15.39890364,55.51393809,3.605057826,,,,1
case,07 - JUL,202128,80+,all_types,"1,801","6,474,095","1,506","1,837,945.55",27.81855997,81.93931534,2.945490904,,,,1
case,07 - JUL,202129,80+,all_types,"3,236","6,489,981","2,423","1,819,462.55",49.86147109,133.1711939,2.670823603,,,,1
case,07 - JUL,202130,80+,all_types,"5,032","6,506,360","3,801","1,797,068.55",77.33971068,211.5111302,2.734832188,,,,1
case,08 - AUG,202131,80+,all_types,"6,675","6,521,807","4,693","1,772,717.55",102.3489349,264.7347853,2.586590526,,,,1
case,08 - AUG,202132,80+,all_types,"7,806","6,536,008","5,547","1,748,888.55",119.4306984,317.1728696,2.655706396,,,,1
case,08 - AUG,202133,80+,all_types,"8,376","6,550,278","6,093","1,722,139.55",127.8724353,353.8040805,2.766851821,,,,1
case,08 - AUG,202134,80+,all_types,"8,320","6,566,232","5,748","1,695,920.55",126.7088948,338.9309717,2.674879077,,,,1
case,09 - SEP,202135,80+,all_types,"8,053","6,587,711","5,772","1,670,701.55",122.2427638,345.4836084,2.826209074,,,,1
case,09 - SEP,202136,80+,all_types,"7,389","6,612,401","5,547","1,652,130.55",111.7445842,335.7482858,3.004604548,,,,1
case,09 - SEP,202137,80+,all_types,"7,056","6,637,363","5,009","1,632,469.55",106.307279,306.8357385,2.886309776,,,,1
case,09 - SEP,202138,80+,all_types,"6,263","6,657,556","4,421","1,613,449.55",94.07356093,274.0091873,2.912711974,,,,1
case,09 - SEP,202139,80+,all_types,"5,926","6,678,306","4,024","1,571,428.55",88.73507743,256.0727308,2.885811769,,,,1
case,10 - OCT,202140,80+,all_types,"5,692","6,697,399","3,807","1,533,240.55",84.98821707,248.2976334,2.921553622,,,,1
case,10 - OCT,202141,80+,all_types,"5,082","6,722,402","3,642","1,499,889.55",75.59797822,242.8178795,3.211962611,,,,1
case,10 - OCT,202142,80+,all_types,"4,687","6,746,674","3,287","1,468,171.55",69.47126836,223.8839187,3.222683622,,,,1
case,10 - OCT,202143,80+,all_types,"4,875","6,767,843","3,475","1,408,469.55",72.0318128,246.7216987,3.425176865,,,,1
case,11 - NOV,202144,80+,all_types,"4,771","6,788,677","3,368","1,366,804.75",70.27878923,246.4141275,3.506237519,,,,1
case,11 - NOV,202145,80+,all_types,"5,107","6,821,993","3,760","1,331,358.75",74.86082146,282.4182438,3.772577408,,,,1
case,11 - NOV,202146,80+,all_types,"5,176","6,854,312","4,243","1,296,537.75",75.51450824,327.2561867,4.333686259,,,,1
case,11 - NOV,202147,80+,all_types,"4,744","6,882,212","4,159","1,271,237.75",68.93132615,327.1614613,4.746194214,,,,1
case,12 - DEC,202148,80+,all_types,"6,010","6,908,622","5,216","1,244,787.75",86.99274617,419.0272599,4.816806899,,,,1
case,12 - DEC,202149,80+,all_types,"5,159","6,927,776","4,964","1,220,722.75",74.46834309,406.6443425,5.460633681,,,,1
case,12 - DEC,202150,80+,all_types,"5,099","6,945,281","4,573","1,199,526.75",73.41675592,381.2336824,5.192733969,,,,1
case,12 - DEC,202151,80+,all_types,"8,071","6,964,272","5,884","1,182,915.75",115.8915103,497.4149681,4.292074259,,,,1
death,04 - APR,202114,80+,all_types,64,"4,241,343",570,"2,313,852.55",1.508956008,24.63424041,16.32535362,,,,1
death,04 - APR,202115,80+,all_types,84,"4,595,012",515,"2,190,371.55",1.828069219,23.51199275,12.86165343,,,,1
death,04 - APR,202116,80+,all_types,78,"4,879,405",484,"2,096,994.55",1.598555562,23.08065131,14.43844172,,,,1
death,04 - APR,202117,80+,all_types,76,"5,080,657",390,"2,021,311.55",1.49586953,19.29440318,12.89845323,,,,1
death,05 - MAY,202118,80+,all_types,66,"5,218,932",355,"1,959,905.55",1.264626556,18.11311775,14.32289846,,,,1
death,05 - MAY,202119,80+,all_types,57,"5,326,018",269,"1,910,306.55",1.070217938,14.08150959,13.15760939,,,,1
death,05 - MAY,202120,80+,all_types,52,"5,416,868",199,"1,866,210.55",0.959964319,10.66331985,11.1080377,,,,1
death,05 - MAY,202121,80+,all_types,42,"5,492,753",172,"1,831,147.55",0.764643886,9.393016964,12.28417193,,,,1
death,06 - JUN,202122,80+,all_types,48,"5,559,152",138,"1,807,375.55",0.863441043,7.635380483,8.842966809,,,,1
death,06 - JUN,202123,80+,all_types,45,"5,612,526",129,"1,784,646.55",0.801778023,7.228322045,9.015365648,,,,1
death,06 - JUN,202124,80+,all_types,57,"5,649,543",118,"1,765,379.55",1.008931165,6.684115039,6.624946549,,,,1
death,06 - JUN,202125,80+,all_types,59,"5,683,121",129,"1,747,679.55",1.038161954,7.381215853,7.109888613,,,,1
death,06 - JUN,202126,80+,all_types,58,"5,712,415",159,"1,732,318.55",1.015332394,9.178450465,9.03984795,,,,1
death,07 - JUL,202127,80+,all_types,116,"5,733,828",223,"1,719,056.55",2.023081264,12.97223177,6.412116015,,,,1
death,07 - JUL,202128,80+,all_types,200,"5,750,937",309,"1,704,774.55",3.477694157,18.12556388,5.211948797,,,,1
death,07 - JUL,202129,80+,all_types,305,"5,765,200",620,"1,688,049.55",5.290362867,36.72877967,6.942582314,,,,1
death,07 - JUL,202130,80+,all_types,496,"5,779,982",854,"1,667,727.55",8.581341603,51.20740495,5.967295945,,,,1
death,08 - AUG,202131,80+,all_types,647,"5,793,790","1,115","1,645,745.55",11.16712894,67.75044903,6.066953232,,,,1
