outcome,month,MMWR week,Age group,Vaccine product,Vaccinated with outcome,Fully vaccinated population,Unvaccinated with outcome,Unvaccinated population,Crude vax IR,Crude unvax IR,Crude IRR,Age adjusted vax IR,Age adjusted unvax IR,Age adjusted IRR,Continuity correction
death,08 - AUG,202132,80+,all_types,778,"5,806,512","1,274","1,624,120.55",13.39874954,78.44245306,5.854460732,,,,1
death,08 - AUG,202133,80+,all_types,817,"5,819,397","1,368","1,600,570.55",14.03925527,85.4695221,6.087895722,,,,1
death,08 - AUG,202134,80+,all_types,736,"5,833,907","1,210","1,577,963.55",12.61590217,76.68111218,6.078131483,,,,1
death,09 - SEP,202135,80+,all_types,688,"5,853,583","1,234","1,556,653.55",11.753485,79.27261657,6.744605243,,,,1
death,09 - SEP,202136,80+,all_types,682,"5,876,194","1,016","1,540,985.55",11.60615187,65.93183174,5.680765896,,,,1
death,09 - SEP,202137,80+,all_types,565,"5,899,052",912,"1,524,188.55",9.577810129,59.83511686,6.247264881,,,,1
death,09 - SEP,202138,80+,all_types,535,"5,917,479",723,"1,507,834.55",9.041012228,47.94955786,5.303560779,,,,1
death,09 - SEP,202139,80+,all_types,430,"5,936,443",657,"1,477,521.55",7.24339474,44.46635651,6.138883508,,,,1
death,10 - OCT,202140,80+,all_types,403,"5,953,891",593,"1,449,841.55",6.768682866,40.90102122,6.042685412,,,,1
death,10 - OCT,202141,80+,all_types,370,"5,977,082",577,"1,425,393.55",6.190311594,40.48004848,6.539258624,,,,1
death,10 - OCT,202142,80+,all_types,343,"5,999,410",508,"1,400,541.55",5.717228861,36.27168362,6.34427701,,,,1
death,10 - OCT,202143,80+,all_types,383,"6,018,800",510,"1,354,716.55",6.363394697,37.64625154,5.916064197,,,,1
death,11 - NOV,202144,80+,all_types,369,"6,038,088",516,"1,317,408.75",6.111206064,39.16779815,6.409176477,,,,1
death,11 - NOV,202145,80+,all_types,406,"6,069,165",603,"1,283,845.75",6.689552846,46.96825923,7.021135838,,,,1
death,11 - NOV,202146,80+,all_types,391,"6,098,681",616,"1,250,812.75",6.411222361,49.24797896,7.681527202,,,,1
death,11 - NOV,202147,80+,all_types,382,"6,123,711",592,"1,226,942.75",6.238047485,48.25001004,7.734793644,,,,1
death,12 - DEC,202148,80+,all_types,354,"6,147,647",689,"1,201,621.75",5.758300696,57.33917516,9.957655598,,,,1
case,04 - APR,202114,all_ages_adj,Janssen,"1,046","2,006,949","245,417","118,693,287.8",52.11891284,206.7656939,3.967191229,47.27106321,203.9323319,4.314105036,0
case,04 - APR,202114,all_ages_adj,Moderna,"1,628","15,409,190","245,417","118,693,287.8",10.5651238,206.7656939,19.57058884,17.99681057,203.9323319,11.33158184,0
case,04 - APR,202114,all_ages_adj,Pfizer,"3,209","17,680,597","245,417","118,693,287.8",18.14983962,206.7656939,11.39214991,21.2944703,203.9323319,9.576774112,0
case,04 - APR,202114,all_ages_adj,all_types,"5,954","35,157,739","245,417","118,693,287.8",16.93510496,206.7656939,12.2092951,21.02451063,203.9323319,9.699742146,0
case,04 - APR,202115,all_ages_adj,Janssen,"1,299","2,638,864","227,356","110,607,094.8",49.22572743,205.5528178,4.175719254,52.16642802,203.3859786,3.898790589,0
case,04 - APR,202115,all_ages_adj,Moderna,"1,880","18,110,560","227,356","110,607,094.8",10.38068398,205.5528178,19.80147149,11.57093079,203.3859786,17.57732219,0
case,04 - APR,202115,all_ages_adj,Pfizer,"3,699","21,026,690","227,356","110,607,094.8",17.59192721,205.5528178,11.68449684,18.3899613,203.3859786,11.05961972,0
case,04 - APR,202115,all_ages_adj,all_types,"6,974","41,841,699","227,356","110,607,094.8",16.66758322,205.5528178,12.33249087,18.52872443,203.3859786,10.97679333,0
case,04 - APR,202116,all_ages_adj,Janssen,"1,724","4,187,752","183,711","104,426,245.8",41.16767182,175.9241642,4.273357136,37.07755681,175.4118045,4.730942909,0
case,04 - APR,202116,all_ages_adj,Moderna,"1,993","20,818,649","183,711","104,426,245.8",9.573147614,175.9241642,18.37683605,13.90871699,175.4118045,12.61164524,0
case,04 - APR,202116,all_ages_adj,Pfizer,"3,710","24,506,580","183,711","104,426,245.8",15.1387913,175.9241642,11.62075365,15.58375484,175.4118045,11.25606802,0
case,04 - APR,202116,all_ages_adj,all_types,"7,509","49,585,882","183,711","104,426,245.8",15.14342328,175.9241642,11.61719915,16.66126192,175.4118045,10.52812238,0
case,04 - APR,202117,all_ages_adj,Janssen,"2,008","5,330,359","159,892","99,405,386.55",37.67100865,160.8484264,4.269820006,34.27024833,159.6048127,4.657241207,0
case,04 - APR,202117,all_ages_adj,Moderna,"2,143","23,707,267","159,892","99,405,386.55",9.039422385,160.8484264,17.79410448,17.20454425,159.6048127,9.276898614,0
case,04 - APR,202117,all_ages_adj,Pfizer,"3,870","28,193,979","159,892","99,405,386.55",13.72633497,160.8484264,11.71823554,14.58029588,159.6048127,10.94661,0
case,04 - APR,202117,all_ages_adj,all_types,"8,132","57,309,001","159,892","99,405,386.55",14.18974307,160.8484264,11.33554185,15.98967457,159.6048127,9.981742407,0
case,05 - MAY,202118,all_ages_adj,Janssen,"1,533","5,340,193","130,106","95,697,607.55",28.70682764,135.9553319,4.735992902,26.49469826,136.1643299,5.139304799,0
case,05 - MAY,202118,all_ages_adj,Moderna,"1,850","26,775,981","130,106","95,697,607.55",6.909177296,135.9553319,19.67749938,6.797942447,136.1643299,20.03022693,0
case,05 - MAY,202118,all_ages_adj,Pfizer,"3,654","32,296,834","130,106","95,697,607.55",11.31380246,135.9553319,12.01676734,11.12428007,136.1643299,12.24028243,0
case,05 - MAY,202118,all_ages_adj,all_types,"7,116","64,494,966","130,106","95,697,607.55",11.03341926,135.9553319,12.32213956,11.46537228,136.1643299,11.87613683,0
case,05 - MAY,202119,all_ages_adj,Janssen,"1,210","5,479,933","106,530","92,575,756.3",22.08056193,115.073324,5.211521534,20.02119688,116.5863226,5.823144504,1
case,05 - MAY,202119,all_ages_adj,Moderna,"1,745","29,558,738","106,530","92,575,756.3",5.903499669,115.073324,19.49239103,5.553282517,116.5863226,20.99412775,1
case,05 - MAY,202119,all_ages_adj,Pfizer,"3,300","36,531,091","106,530","92,575,756.3",9.033401165,115.073324,12.7386487,8.37397149,116.5863226,13.92246471,1
case,05 - MAY,202119,all_ages_adj,all_types,"6,338","71,655,900","106,530","92,575,756.3",8.845049745,115.073324,13.00991259,8.574761325,116.5863226,13.59645104,1
case,05 - MAY,202120,all_ages_adj,Janssen,"1,066","5,832,836","78,945","88,496,350.3",18.27584386,89.20706869,4.881146357,16.65128542,90.22434023,5.418460975,1
case,05 - MAY,202120,all_ages_adj,Moderna,"1,687","31,910,921","78,945","88,496,350.3",5.286591384,89.20706869,16.87421293,8.527585256,90.22434023,10.58029179,1
case,05 - MAY,202120,all_ages_adj,Pfizer,"3,047","40,973,198","78,945","88,496,350.3",7.436568656,89.20706869,11.99572986,7.00959089,90.22434023,12.87155579,1
case,05 - MAY,202120,all_ages_adj,all_types,"5,879","78,807,581","78,945","88,496,350.3",7.45994221,89.20706869,11.95814474,7.292606748,90.22434023,12.37202873,1
case,05 - MAY,202121,all_ages_adj,Janssen,923,"6,181,333","57,367","85,462,332.3",14.9320543,67.12547909,4.495394789,13.64463222,68.46282246,5.017564516,1
case,05 - MAY,202121,all_ages_adj,Moderna,"1,374","34,135,197","57,367","85,462,332.3",4.025170852,67.12547909,16.67642979,4.63536283,68.46282246,14.7696793,1
case,05 - MAY,202121,all_ages_adj,Pfizer,"2,684","44,368,979","57,367","85,462,332.3",6.049271497,67.12547909,11.09645668,5.648609117,68.46282246,12.12029741,1
case,05 - MAY,202121,all_ages_adj,all_types,"5,050","84,779,768","57,367","85,462,332.3",5.956609836,67.12547909,11.26907435,5.736668205,68.46282246,11.93424825,1
case,06 - JUN,202122,all_ages_adj,Janssen,816,"6,538,401","45,367","83,411,312.3",12.48011555,54.38950515,4.358093074,13.19629039,55.5179887,4.207090559,1
case,06 - JUN,202122,all_ages_adj,Moderna,"1,364","36,107,857","45,367","83,411,312.3",3.777571181,54.38950515,14.39800934,3.4582443,55.5179887,16.05380762,1
case,06 - JUN,202122,all_ages_adj,Pfizer,"2,507","46,930,613","45,367","83,411,312.3",5.341928945,54.38950515,10.18162273,5.097304888,55.5179887,10.89163586,1
case,06 - JUN,202122,all_ages_adj,all_types,"4,735","89,674,966","45,367","83,411,312.3",5.280180424,54.38950515,10.30069066,5.141028089,55.5179887,10.79900513,1
case,06 - JUN,202123,all_ages_adj,Janssen,846,"6,870,664","40,654","81,571,585.3",12.31322038,49.83843314,4.047554709,12.95135144,50.72798976,3.916810534,1
case,06 - JUN,202123,all_ages_adj,Moderna,"1,366","37,675,305","40,654","81,571,585.3",3.625717164,49.83843314,13.74581383,3.293935338,50.72798976,15.40042064,1
case,06 - JUN,202123,all_ages_adj,Pfizer,"2,730","48,567,392","40,654","81,571,585.3",5.621055378,49.83843314,8.866383586,5.308576166,50.72798976,9.555856067,1
case,06 - JUN,202123,all_ages_adj,all_types,"5,002","93,214,456","40,654","81,571,585.3",5.366120465,49.83843314,9.287609822,5.19057167,50.72798976,9.773102654,1
case,06 - JUN,202124,all_ages_adj,Janssen,882,"7,113,551","38,859","80,027,588.3",12.39887083,48.55700494,3.916244116,11.44571881,49.18168573,4.296950375,1
case,06 - JUN,202124,all_ages_adj,Moderna,"1,475","38,697,483","38,859","80,027,588.3",3.811617412,48.55700494,12.7392127,3.417341106,49.18168573,14.39179883,1
case,06 - JUN,202124,all_ages_adj,Pfizer,"3,022","49,960,900","38,859","80,027,588.3",6.048730107,48.55700494,8.027636227,5.699665431,49.18168573,8.628872401,1
case,06 - JUN,202124,all_ages_adj,all_types,"5,434","95,876,237","38,859","80,027,588.3",5.667723484,48.55700494,8.567285449,5.438432335,49.18168573,9.043357111,1
case,06 - JUN,202125,all_ages_adj,Janssen,"1,065","7,355,371","42,596","78,550,340.3",14.47921526,54.2276454,3.745206107,14.82131138,54.56028842,3.681205192,1
case,06 - JUN,202125,all_ages_adj,Moderna,"1,969","39,486,133","42,596","78,550,340.3",4.986560725,54.2276454,10.87475886,4.67682613,54.56028842,11.66609297,1
case,06 - JUN,202125,all_ages_adj,Pfizer,"4,143","52,228,183","42,596","78,550,340.3",7.93249882,54.2276454,6.836136586,7.796363234,54.56028842,6.998171683,1
case,06 - JUN,202125,all_ages_adj,all_types,"7,240","99,176,935","42,596","78,550,340.3",7.30008444,54.2276454,7.428358651,7.220768436,54.56028842,7.556022451,1
case,06 - JUN,202126,all_ages_adj,Janssen,"1,695","7,581,811","56,093","77,183,047.4",22.35613629,72.67528543,3.250798103,22.01139668,72.5216213,3.29473056,1
case,06 - JUN,202126,all_ages_adj,Moderna,"2,900","40,207,228","56,093","77,183,047.4",7.21263351,72.67528543,10.07610956,7.650610518,72.5216213,9.479193997,1
case,06 - JUN,202126,all_ages_adj,Pfizer,"6,368","54,045,556","56,093","77,183,047.4",11.7826524,72.67528543,6.167990277,11.89554241,72.5216213,6.096537578,1
case,06 - JUN,202126,all_ages_adj,all_types,"11,062","101,944,336","56,093","77,183,047.4",10.85101972,72.67528543,6.697553532,11.04556018,72.5216213,6.565680698,1
case,07 - JUL,202127,all_ages_adj,Janssen,"2,651","7,766,454","83,633","76,091,921.4",34.13398187,109.9104852,3.219972566,31.0287987,109.0548874,3.514634532,1
case,07 - JUL,202127,all_ages_adj,Moderna,"4,717","40,728,008","83,633","76,091,921.4",11.58171055,109.9104852,9.490004494,12.0704699,109.0548874,9.0348502,1
case,07 - JUL,202127,all_ages_adj,Pfizer,"11,166","55,194,442","83,633","76,091,921.4",20.23029783,109.9104852,5.432964266,20.71251193,109.0548874,5.265169564,1
case,07 - JUL,202127,all_ages_adj,all_types,"18,707","103,800,699","83,633","76,091,921.4",18.02203663,109.9104852,6.098671722,18.48788738,109.0548874,5.898720883,1
case,07 - JUL,202128,all_ages_adj,Janssen,"4,730","7,915,059","131,227","74,908,458.4",59.759504,175.1831539,2.931469343,57.31711545,172.8768935,3.016147832,1
case,07 - JUL,202128,all_ages_adj,Moderna,"9,047","41,086,902","131,227","74,908,458.4",22.01918266,175.1831539,7.955933545,22.398397,172.8768935,7.718270798,1
case,07 - JUL,202128,all_ages_adj,Pfizer,"20,328","56,147,950","131,227","74,908,458.4",36.2043494,175.1831539,4.838732275,37.20425181,172.8768935,4.646697221,1
case,07 - JUL,202128,all_ages_adj,all_types,"34,444","105,263,386","131,227","74,908,458.4",32.72172909,175.1831539,5.353725454,33.63993835,172.8768935,5.139037167,1
case,07 - JUL,202129,all_ages_adj,Janssen,"7,882","8,047,526","210,878","73,523,044.4",97.94314427,286.8189174,2.928422602,91.35540279,283.7455799,3.105952918,1
case,07 - JUL,202129,all_ages_adj,Moderna,"16,332","41,375,707","210,878","73,523,044.4",39.47243729,286.8189174,7.266308774,41.79282769,283.7455799,6.789336725,1
case,07 - JUL,202129,all_ages_adj,Pfizer,"36,194","56,908,732","210,878","73,523,044.4",63.60008162,286.8189174,4.509725619,64.98386332,283.7455799,4.366400601,1
case,07 - JUL,202129,all_ages_adj,all_types,"61,028","106,447,055","210,878","73,523,044.4",57.33178809,286.8189174,5.002790371,58.39782885,283.7455799,4.858837828,1
case,07 - JUL,202130,all_ages_adj,Janssen,"11,495","8,184,653","307,293","71,705,766.7",140.4457831,428.5471227,3.051334923,129.3964245,424.1256506,3.277723107,1
case,07 - JUL,202130,all_ages_adj,Moderna,"25,840","41,658,073","307,293","71,705,766.7",62.02879332,428.5471227,6.908841843,62.37884336,424.1256506,6.799190684,1
case,07 - JUL,202130,all_ages_adj,Pfizer,"55,186","57,675,408","307,293","71,705,766.7",95.68376179,428.5471227,4.478786313,97.75487468,424.1256506,4.338664972,1
case,07 - JUL,202130,all_ages_adj,all_types,"93,681","107,634,659","307,293","71,705,766.7",87.03609123,428.5471227,4.923786405,88.29428495,424.1256506,4.803545902,1
case,08 - AUG,202131,all_ages_adj,Janssen,"14,388","8,304,910","371,525","69,649,777.7",173.2469106,533.4187879,3.078951227,160.3000381,530.772165,3.311116899,1
case,08 - AUG,202131,all_ages_adj,Moderna,"34,093","41,908,842","371,525","69,649,777.7",81.3503747,533.4187879,6.557053854,83.14314821,530.772165,6.383835306,1
case,08 - AUG,202131,all_ages_adj,Pfizer,"71,036","58,402,524","371,525","69,649,777.7",121.6317295,533.4187879,4.385523335,123.3558624,530.772165,4.302772116,1
case,08 - AUG,202131,all_ages_adj,all_types,"121,241","108,734,193","371,525","69,649,777.7",111.502184,533.4187879,4.783931297,112.1479814,530.772165,4.732783938,1
case,08 - AUG,202132,all_ages_adj,Janssen,"15,626","8,437,278","412,187","67,568,127.7",185.2019099,610.0317029,3.293873714,169.6017425,607.8844795,3.584187701,1
case,08 - AUG,202132,all_ages_adj,Moderna,"38,775","42,148,032","412,187","67,568,127.7",91.99717795,610.0317029,6.630982781,89.88292107,607.8844795,6.763069916,1
case,08 - AUG,202132,all_ages_adj,Pfizer,"78,880","59,050,803","412,187","67,568,127.7",133.5798939,610.0317029,4.566792838,134.7965202,607.8844795,4.509645195,1
case,08 - AUG,202132,all_ages_adj,all_types,"135,047","109,755,232","412,187","67,568,127.7",123.0437926,610.0317029,4.957842164,122.7498664,607.8844795,4.95222111,1
case,08 - AUG,202133,all_ages_adj,Janssen,"16,332","8,570,306","435,056","65,627,969.7",190.5649577,662.9124777,3.478669352,180.5154003,657.1131485,3.640205476,1
case,08 - AUG,202133,all_ages_adj,Moderna,"41,960","42,365,302","435,056","65,627,969.7",99.04331616,662.9124777,6.69315713,99.12444954,657.1131485,6.629173242,1
case,08 - AUG,202133,all_ages_adj,Pfizer,"82,189","59,753,747","435,056","65,627,969.7",137.546186,662.9124777,4.819562773,138.7606492,657.1131485,4.735587158,1
case,08 - AUG,202133,all_ages_adj,all_types,"142,412","110,809,796","435,056","65,627,969.7",128.5193233,662.9124777,5.158076315,128.3088508,657.1131485,5.121339211,1
case,08 - AUG,202134,all_ages_adj,Janssen,"16,542","8,699,523","442,728","63,778,866.7",190.1483564,694.1609704,3.650628296,184.1788857,682.8966736,3.707790233,1
case,08 - AUG,202134,all_ages_adj,Moderna,"43,971","42,602,036","442,728","63,778,866.7",103.2133769,694.1609704,6.725494224,105.8447161,682.8966736,6.451873071,1
case,08 - AUG,202134,all_ages_adj,Pfizer,"84,065","60,604,179","442,728","63,778,866.7",138.7115565,694.1609704,5.004348505,140.6085677,682.8966736,4.856721639,1
case,08 - AUG,202134,all_ages_adj,all_types,"146,802","112,027,838","442,728","63,778,866.7",131.0406437,694.1609704,5.297295183,132.0615953,682.8966736,5.17104668,1
case,09 - SEP,202135,all_ages_adj,Janssen,"15,512","8,822,416","413,207","62,019,525.7",175.8248534,666.2530797,3.789299788,179.3269722,658.8965665,3.674274753,1
case,09 - SEP,202135,all_ages_adj,Moderna,"42,342","42,909,001","413,207","62,019,525.7",98.6785966,666.2530797,6.751748633,101.7082286,658.8965665,6.478301468,1
case,09 - SEP,202135,all_ages_adj,Pfizer,"81,267","61,730,341","413,207","62,019,525.7",131.6483899,666.2530797,5.060852474,133.7730817,658.8965665,4.925479461,1
case,09 - SEP,202135,all_ages_adj,all_types,"141,131","113,586,542","413,207","62,019,525.7",124.2497549,666.2530797,5.362208404,125.4784082,658.8965665,5.251075271,1
case,09 - SEP,202136,all_ages_adj,Janssen,"14,225","8,934,604","362,140","60,679,719.7",159.2124284,596.8056573,3.748486617,151.3000591,595.1731908,3.933727418,1
case,09 - SEP,202136,all_ages_adj,Moderna,"39,236","43,327,132","362,140","60,679,719.7",90.55757487,596.8056573,6.590344962,90.09064473,595.1731908,6.606381745,1
case,09 - SEP,202136,all_ages_adj,Pfizer,"74,444","63,036,696","362,140","60,679,719.7",118.0962911,596.8056573,5.053551232,120.1919835,595.1731908,4.951854302,1
case,09 - SEP,202136,all_ages_adj,all_types,"129,792","115,426,063","362,140","60,679,719.7",112.446008,596.8056573,5.307486393,113.1012979,595.1731908,5.26230204,1
case,09 - SEP,202137,all_ages_adj,Janssen,"12,904","9,032,584","314,332","59,227,672.7",142.8605591,530.7181351,3.714938109,133.9760309,533.0887034,3.978985642,1
case,09 - SEP,202137,all_ages_adj,Moderna,"36,562","43,815,721","314,332","59,227,672.7",83.44493521,530.7181351,6.360100032,83.02249583,533.0887034,6.421015149,1
case,09 - SEP,202137,all_ages_adj,Pfizer,"69,033","64,352,499","314,332","59,227,672.7",107.2732234,530.7181351,4.947349566,108.7372716,533.0887034,4.902538896,1
case,09 - SEP,202137,all_ages_adj,all_types,"120,272","117,331,689","314,332","59,227,672.7",102.505982,530.7181351,5.177435743,102.4493681,533.0887034,5.203435737,1
case,09 - SEP,202138,all_ages_adj,Janssen,"11,132","9,102,733","261,735","58,042,637.7",122.2929421,450.9357437,3.687340707,115.0790222,454.9216632,3.953124164,1
case,09 - SEP,202138,all_ages_adj,Moderna,"31,829","44,271,217","261,735","58,042,637.7",71.89547105,450.9357437,6.272102223,70.09461601,454.9216632,6.490108501,1
case,09 - SEP,202138,all_ages_adj,Pfizer,"60,548","65,396,509","261,735","58,042,637.7",92.58598192,450.9357437,4.87045376,93.50976414,454.9216632,4.864964289,1
case,09 - SEP,202138,all_ages_adj,all_types,"104,966","118,904,067","261,735","58,042,637.7",88.27788876,450.9357437,5.108139196,87.84098312,454.9216632,5.17892272,1
case,09 - SEP,202139,all_ages_adj,Janssen,"10,443","9,185,808","227,957","56,884,374.65",113.686243,400.7374633,3.524942446,106.299499,408.3782701,3.841770414,1
case,09 - SEP,202139,all_ages_adj,Moderna,"30,892","44,769,992","227,957","56,884,374.65",69.00157588,400.7374633,5.807656684,68.71067667,408.3782701,5.943447073,1
case,09 - SEP,202139,all_ages_adj,Pfizer,"58,314","66,498,356","227,957","56,884,374.65",87.69239348,400.7374633,4.569808708,88.42610127,408.3782701,4.618300075,1
case,09 - SEP,202139,all_ages_adj,all_types,"100,978","120,590,350","227,957","56,884,374.65",83.73638521,400.7374633,4.785702921,82.97084161,408.3782701,4.921949232,1
case,10 - OCT,202140,all_ages_adj,Janssen,"9,902","9,262,239","203,057","55,881,081.65",106.907196,363.3734244,3.398961324,100.0707487,373.4160667,3.731520665,1
case,10 - OCT,202140,all_ages_adj,Moderna,"29,949","45,168,856","203,057","55,881,081.65",66.30453514,363.3734244,5.480370591,64.28351055,373.4160667,5.808893502,1
case,10 - OCT,202140,all_ages_adj,Pfizer,"55,045","67,542,702","203,057","55,881,081.65",81.49659159,363.3734244,4.458756094,82.12568715,373.4160667,4.546885142,1
case,10 - OCT,202140,all_ages_adj,all_types,"95,924","122,113,250","203,057","55,881,081.65",78.55331014,363.3734244,4.62581938,77.66425169,373.4160667,4.808081693,1
case,10 - OCT,202141,all_ages_adj,Janssen,"8,914","9,329,593","174,749","54,996,857.65",95.54543269,317.7436084,3.32557611,87.65488282,329.4917907,3.758966758,1
case,10 - OCT,202141,all_ages_adj,Moderna,"27,796","45,485,217","174,749","54,996,857.65",61.10996459,317.7436084,5.199538415,57.51544018,329.4917907,5.728753699,1
case,10 - OCT,202141,all_ages_adj,Pfizer,"48,955","68,423,494","174,749","54,996,857.65",71.54706248,317.7436084,4.441043383,72.49839966,329.4917907,4.544814675,1
case,10 - OCT,202141,all_ages_adj,all_types,"86,481","123,384,339","174,749","54,996,857.65",70.09074304,317.7436084,4.533317734,69.32257568,329.4917907,4.753022915,1
case,10 - OCT,202142,all_ages_adj,Janssen,"8,543","9,393,988","159,198","54,199,823.35",90.94114236,293.7242045,3.229827523,82.16867556,305.4796871,3.717714627,1
case,10 - OCT,202142,all_ages_adj,Moderna,"26,783","45,719,247","159,198","54,199,823.35",58.58145477,293.7242045,5.013945211,54.26104321,305.4796871,5.62981596,1
case,10 - OCT,202142,all_ages_adj,Pfizer,"46,050","69,252,302","159,198","54,199,823.35",66.49598449,293.7242045,4.417172056,67.53986312,305.4796871,4.522953896,1
case,10 - OCT,202142,all_ages_adj,all_types,"81,974","124,517,649","159,198","54,199,823.35",65.83323783,293.7242045,4.46163996,65.30913674,305.4796871,4.677441815,1
case,10 - OCT,202143,all_ages_adj,Janssen,"9,039","9,457,150","163,208","53,271,299.65",95.57847766,306.3713502,3.205442875,94.87102099,318.0736112,3.352695142,1
case,10 - OCT,202143,all_ages_adj,Moderna,"28,965","45,937,425","163,208","53,271,299.65",63.05316417,306.3713502,4.858936966,60.37202518,318.0736112,5.268559573,1
case,10 - OCT,202143,all_ages_adj,Pfizer,"47,805","69,934,742","163,208","53,271,299.65",68.35658306,306.3713502,4.481958233,70.06648328,318.0736112,4.539597198,1
case,10 - OCT,202143,all_ages_adj,all_types,"86,386","125,486,690","163,208","53,271,299.65",68.8407671,306.3713502,4.450434867,68.7723518,318.0736112,4.62502158,1
case,11 - NOV,202144,all_ages_adj,Janssen,"10,433","9,528,619","170,945","52,394,062.25",109.4912075,326.2678874,2.979854683,103.9695341,337.1566391,3.242840722,1
case,11 - NOV,202144,all_ages_adj,Moderna,"31,824","46,140,134","170,945","52,394,062.25",68.9724915,326.2678874,4.730405996,68.13154098,337.1566391,4.948613143,1
case,11 - NOV,202144,all_ages_adj,Pfizer,"54,246","70,523,352","170,945","52,394,062.25",76.91920259,326.2678874,4.241696174,79.99107472,337.1566391,4.214928232,1
case,11 - NOV,202144,all_ages_adj,all_types,"97,067","126,355,535","170,945","52,394,062.25",76.82053659,326.2678874,4.247144082,78.34089861,337.1566391,4.303711664,1
case,11 - NOV,202145,all_ages_adj,Janssen,"11,536","9,632,922","187,415","51,541,126.8",119.7559785,363.6222404,3.036359812,114.4121877,377.6721347,3.300978175,1
case,11 - NOV,202145,all_ages_adj,Moderna,"34,819","46,387,712","187,415","51,541,126.8",75.06082645,363.6222404,4.844367663,74.51283995,377.6721347,5.068551071,1
case,11 - NOV,202145,all_ages_adj,Pfizer,"59,468","71,035,766","187,415","51,541,126.8",83.71557505,363.6222404,4.343543483,87.07457734,377.6721347,4.337341004,1
case,11 - NOV,202145,all_ages_adj,all_types,"106,347","127,232,301","187,415","51,541,126.8",83.58490664,363.6222404,4.350333751,85.36868555,377.6721347,4.424012532,1
case,11 - NOV,202146,all_ages_adj,Janssen,"12,467","9,747,993","201,468","50,629,246.55",127.8929929,397.9281023,3.111414419,115.6072701,418.2837514,3.618144006,1
case,11 - NOV,202146,all_ages_adj,Moderna,"37,037","46,632,536","201,468","50,629,246.55",79.42308778,397.9281023,5.01023208,80.06883464,418.2837514,5.224051945,1
case,11 - NOV,202146,all_ages_adj,Pfizer,"65,652","71,490,211","201,468","50,629,246.55",91.83355187,397.9281023,4.333145067,95.39554861,418.2837514,4.384730288,1
case,11 - NOV,202146,all_ages_adj,all_types,"115,781","128,060,607","201,468","50,629,246.55",90.4110973,397.9281023,4.401319242,92.34663458,418.2837514,4.529496427,1
case,11 - NOV,202147,all_ages_adj,Janssen,"11,164","9,857,183","174,776","49,786,966.55",113.2575098,351.047698,3.099553387,105.9226803,375.3168955,3.543310028,1
case,11 - NOV,202147,all_ages_adj,Moderna,"33,023","46,845,186","174,776","49,786,966.55",70.49390305,351.047698,4.979830636,68.96524546,375.3168955,5.442116431,1
case,11 - NOV,202147,all_ages_adj,Pfizer,"60,013","71,885,667","174,776","49,786,966.55",83.48395794,351.047698,4.20497191,86.79052356,375.3168955,4.324399486,1
case,11 - NOV,202147,all_ages_adj,all_types,"104,770","128,790,810","174,776","49,786,966.55",81.34897203,351.047698,4.315330474,82.89861928,375.3168955,4.527420345,1
case,12 - DEC,202148,all_ages_adj,Janssen,"16,360","9,959,821","260,769","48,917,057.55",164.2599802,533.0839855,3.245367405,152.9439752,559.0325355,3.655145845,1
