outcome,month,MMWR week,Age group,Vaccine product,Vaccinated with outcome,Fully vaccinated population,Unvaccinated with outcome,Unvaccinated population,Crude vax IR,Crude unvax IR,Crude IRR,Age adjusted vax IR,Age adjusted unvax IR,Age adjusted IRR,Continuity correction
case,12 - DEC,202148,all_ages_adj,Moderna,"47,225","47,046,710","260,769","48,917,057.55",100.3789638,533.0839855,5.310714171,101.1218165,559.0325355,5.528307884,1
case,12 - DEC,202148,all_ages_adj,Pfizer,"90,703","72,266,612","260,769","48,917,057.55",125.5116263,533.0839855,4.247287691,130.8805382,559.0325355,4.271319045,1
case,12 - DEC,202148,all_ages_adj,all_types,"155,176","129,490,292","260,769","48,917,057.55",119.8360106,533.0839855,4.448445697,123.852306,559.0325355,4.513703083,1
case,12 - DEC,202149,all_ages_adj,Janssen,"14,796","10,046,262","240,233","47,999,207.55",147.2786595,500.4936795,3.398276989,134.9026191,528.5697208,3.918157588,1
case,12 - DEC,202149,all_ages_adj,Moderna,"43,292","47,217,864","240,233","47,999,207.55",91.6856383,500.4936795,5.458801278,94.82136129,528.5697208,5.574373892,1
case,12 - DEC,202149,all_ages_adj,Pfizer,"82,806","72,607,305","240,233","47,999,207.55",114.0463759,500.4936795,4.388510161,119.0567168,528.5697208,4.439646371,1
case,12 - DEC,202149,all_ages_adj,all_types,"141,728","130,098,670","240,233","47,999,207.55",108.9388539,500.4936795,4.594262393,113.359997,528.5697208,4.662753481,1
case,12 - DEC,202150,all_ages_adj,Janssen,"21,983","10,140,317","295,239","47,146,644.55",216.7880945,626.2142361,2.888600675,206.9612376,639.8792063,3.091782855,1
case,12 - DEC,202150,all_ages_adj,Moderna,"72,090","47,380,102","295,239","47,146,644.55",152.1524795,626.2142361,4.115701814,174.4157491,639.8792063,3.668700847,1
case,12 - DEC,202150,all_ages_adj,Pfizer,"150,736","72,951,038","295,239","47,146,644.55",206.626258,626.2142361,3.030661457,223.0610839,639.8792063,2.86862771,1
case,12 - DEC,202150,all_ages_adj,all_types,"245,680","130,711,354","295,239","47,146,644.55",187.9561281,626.2142361,3.331704278,207.1574417,639.8792063,3.08885455,1
case,12 - DEC,202151,all_ages_adj,Janssen,"39,246","10,241,104","466,257","46,357,149.55",383.2204028,"1,005.793075",2.624581227,358.6396163,"1,006.387219",2.806123955,1
case,12 - DEC,202151,all_ages_adj,Moderna,"154,717","47,567,015","466,257","46,357,149.55",325.2611079,"1,005.793075",3.092263571,382.1482687,"1,006.387219",2.633499354,1
case,12 - DEC,202151,all_ages_adj,Pfizer,"327,357","73,342,419","466,257","46,357,149.55",446.3406095,"1,005.793075",2.25342049,482.4198629,"1,006.387219",2.086123097,1
case,12 - DEC,202151,all_ages_adj,all_types,"522,948","131,402,457","466,257","46,357,149.55",397.9742936,"1,005.793075",2.527281514,443.6895645,"1,006.387219",2.268223774,1
death,04 - APR,202114,all_ages_adj,Janssen,17,"1,817,819","2,048","108,088,424.8",0.935186616,1.894744978,2.026060836,0.649209911,2.842742135,4.378771927,0
death,04 - APR,202114,all_ages_adj,Moderna,30,"13,834,408","2,048","108,088,424.8",0.216850623,1.894744978,8.737558362,0.097565296,2.842742135,29.13681672,0
death,04 - APR,202114,all_ages_adj,Pfizer,82,"15,857,077","2,048","108,088,424.8",0.517119265,1.894744978,3.66403866,0.174935163,2.842742135,16.25026146,0
death,04 - APR,202114,all_ages_adj,all_types,129,"31,570,307","2,048","108,088,424.8",0.408611801,1.894744978,4.637029508,0.14802466,2.842742135,19.20451719,0
death,04 - APR,202115,all_ages_adj,Janssen,20,"2,409,301","1,998","100,767,940.8",0.830116287,1.982773475,2.388549057,0.637201803,2.993971489,4.698623692,0
death,04 - APR,202115,all_ages_adj,Moderna,46,"16,204,039","1,998","100,767,940.8",0.28387984,1.982773475,6.984551893,0.122413366,2.993971489,24.45788057,0
death,04 - APR,202115,all_ages_adj,Pfizer,84,"18,760,088","1,998","100,767,940.8",0.447759094,1.982773475,4.428214865,0.15785943,2.993971489,18.96606047,0
death,04 - APR,202115,all_ages_adj,all_types,150,"37,439,013","1,998","100,767,940.8",0.400651588,1.982773475,4.948872126,0.159363074,2.993971489,18.78710929,0
death,04 - APR,202116,all_ages_adj,Janssen,27,"3,852,723","1,821","95,073,922.75",0.700803042,1.915351705,2.73308132,0.5863415,2.943645475,5.020360102,0
death,04 - APR,202116,all_ages_adj,Moderna,39,"18,595,946","1,821","95,073,922.75",0.20972313,1.915351705,9.1327633,0.080579959,2.943645475,36.53073913,0
death,04 - APR,202116,all_ages_adj,Pfizer,76,"21,837,190","1,821","95,073,922.75",0.348030127,1.915351705,5.503407775,0.133699049,2.943645475,22.01695147,0
death,04 - APR,202116,all_ages_adj,all_types,142,"44,358,760","1,821","95,073,922.75",0.320117154,1.915351705,5.983283562,0.132634061,2.943645475,22.19373713,0
death,04 - APR,202117,all_ages_adj,Janssen,31,"4,853,624","1,541","90,429,802.55",0.638698012,1.704084225,2.668059385,0.565201191,2.588312523,4.579453409,0
death,04 - APR,202117,all_ages_adj,Moderna,47,"21,189,499","1,541","90,429,802.55",0.221807981,1.704084225,7.682700209,0.075394477,2.588312523,34.3302669,0
death,04 - APR,202117,all_ages_adj,Pfizer,78,"25,084,614","1,541","90,429,802.55",0.310947579,1.704084225,5.480294232,0.142860636,2.588312523,18.11774465,0
death,04 - APR,202117,all_ages_adj,all_types,156,"51,205,133","1,541","90,429,802.55",0.304656957,1.704084225,5.593452525,0.135112389,2.588312523,19.15673721,0
death,05 - MAY,202118,all_ages_adj,Janssen,22,"4,858,817","1,396","86,998,448.55",0.452785112,1.604626316,3.543902556,0.324650547,2.467597783,7.60078122,0
death,05 - MAY,202118,all_ages_adj,Moderna,55,"23,964,759","1,396","86,998,448.55",0.229503664,1.604626316,6.991724173,0.090807634,2.467597783,27.17390231,0
death,05 - MAY,202118,all_ages_adj,Pfizer,68,"28,772,098","1,396","86,998,448.55",0.236340082,1.604626316,6.789480238,0.119375295,2.467597783,20.67092508,0
death,05 - MAY,202118,all_ages_adj,all_types,146,"57,677,632","1,396","86,998,448.55",0.253131058,1.604626316,6.33911275,0.121080928,2.467597783,20.3797396,0
death,05 - MAY,202119,all_ages_adj,Janssen,13,"4,990,843","1,103","84,107,501.3",0.260477038,1.311416916,5.034673798,0.242155376,2.003318512,8.272864093,1
death,05 - MAY,202119,all_ages_adj,Moderna,40,"26,495,912","1,103","84,107,501.3",0.150966685,1.311416916,8.686796803,0.067084073,2.003318512,29.86280364,1
death,05 - MAY,202119,all_ages_adj,Pfizer,67,"32,618,222","1,103","84,107,501.3",0.205406659,1.311416916,6.384490763,0.10060444,2.003318512,19.91282413,1
death,05 - MAY,202119,all_ages_adj,all_types,120,"64,191,115","1,103","84,107,501.3",0.18694176,1.311416916,7.015109508,0.089706092,2.003318512,22.33202313,1
death,05 - MAY,202120,all_ages_adj,Janssen,23,"5,313,038",885,"80,391,860.3",0.432897337,1.10085772,2.54299952,0.371675396,1.673362986,4.502216198,1
death,05 - MAY,202120,all_ages_adj,Moderna,44,"28,643,244",885,"80,391,860.3",0.153613885,1.10085772,7.166394607,0.073145225,1.673362986,22.8772691,1
death,05 - MAY,202120,all_ages_adj,Pfizer,50,"36,656,240",885,"80,391,860.3",0.136402424,1.10085772,8.070660955,0.07602042,1.673362986,22.01201972,1
death,05 - MAY,202120,all_ages_adj,all_types,117,"70,703,148",885,"80,391,860.3",0.165480609,1.10085772,6.652487716,0.087131345,1.673362986,19.2050631,1
death,05 - MAY,202121,all_ages_adj,Janssen,18,"5,626,809",736,"77,667,381.3",0.319897121,0.947630766,2.962298511,0.295238718,1.43467003,4.859355988,1
death,05 - MAY,202121,all_ages_adj,Moderna,37,"30,683,147",736,"77,667,381.3",0.12058737,0.947630766,7.85845786,0.0600537,1.43467003,23.88978268,1
death,05 - MAY,202121,all_ages_adj,Pfizer,44,"39,750,168",736,"77,667,381.3",0.110691356,0.947630766,8.561018667,0.064363708,1.43467003,22.29004626,1
death,05 - MAY,202121,all_ages_adj,all_types,99,"76,154,383",736,"77,667,381.3",0.129999084,0.947630766,7.289518814,0.070741957,1.43467003,20.280327,1
death,06 - JUN,202122,all_ages_adj,Janssen,13,"5,945,767",623,"75,798,595.3",0.218642944,0.821914968,3.759165301,0.20352094,1.227541079,6.031522254,1
death,06 - JUN,202122,all_ages_adj,Moderna,36,"32,500,694",623,"75,798,595.3",0.110766865,0.821914968,7.420224127,0.054046,1.227541079,22.71289845,1
death,06 - JUN,202122,all_ages_adj,Pfizer,50,"42,095,694",623,"75,798,595.3",0.118776994,0.821914968,6.919816194,0.075100642,1.227541079,16.34528071,1
death,06 - JUN,202122,all_ages_adj,all_types,99,"80,640,250",623,"75,798,595.3",0.122767477,0.821914968,6.694891764,0.070511,1.227541079,17.40921384,1
death,06 - JUN,202123,all_ages_adj,Janssen,10,"6,240,869",596,"74,107,639.3",0.160234096,0.804235576,5.019128877,0.16405326,1.175770354,7.167003903,1
death,06 - JUN,202123,all_ages_adj,Moderna,30,"33,942,772",596,"74,107,639.3",0.08838406,0.804235576,9.099328267,0.043972,1.175770354,26.73909814,1
death,06 - JUN,202123,all_ages_adj,Pfizer,54,"43,588,487",596,"74,107,639.3",0.123885924,0.804235576,6.491742956,0.07673669,1.175770354,15.32214067,1
death,06 - JUN,202123,all_ages_adj,all_types,94,"83,873,223",596,"74,107,639.3",0.112073909,0.804235576,7.175939344,0.06595192,1.175770354,17.82768962,1
death,06 - JUN,202124,all_ages_adj,Janssen,16,"6,458,911",582,"72,689,992.3",0.247719778,0.800660423,3.232121509,0.256136897,1.16947474,4.565819118,1
death,06 - JUN,202124,all_ages_adj,Moderna,29,"34,884,024",582,"72,689,992.3",0.083132611,0.800660423,9.631123248,0.049787,1.16947474,23.48957676,1
death,06 - JUN,202124,all_ages_adj,Pfizer,60,"44,872,413",582,"72,689,992.3",0.133712444,0.800660423,5.987927531,0.090024737,1.16947474,12.99059319,1
death,06 - JUN,202124,all_ages_adj,all_types,105,"86,319,651",582,"72,689,992.3",0.1216409,0.800660423,6.5821646,0.075719921,1.16947474,15.4447433,1
death,06 - JUN,202125,all_ages_adj,Janssen,30,"6,679,559",668,"71,325,299.3",0.449131447,0.936554079,2.085256076,0.422159427,1.362497124,3.227446873,1
death,06 - JUN,202125,all_ages_adj,Moderna,43,"35,607,307",668,"71,325,299.3",0.12076173,0.936554079,7.75538805,0.062308,1.362497124,21.86714588,1
death,06 - JUN,202125,all_ages_adj,Pfizer,67,"46,917,130",668,"71,325,299.3",0.142804984,0.936554079,6.558273057,0.095597857,1.362497124,14.25238139,1
death,06 - JUN,202125,all_ages_adj,all_types,140,"89,311,244",668,"71,325,299.3",0.156755179,0.936554079,5.974629277,0.09677206,1.362497124,14.0794473,1
death,06 - JUN,202126,all_ages_adj,Janssen,28,"6,887,347",851,"70,062,025.4",0.406542606,1.214638023,2.987726265,0.346928735,1.738044504,5.009802674,1
death,06 - JUN,202126,all_ages_adj,Moderna,36,"36,261,159",851,"70,062,025.4",0.099279783,1.214638023,12.23449513,0.0565961,1.738044504,30.70963924,1
death,06 - JUN,202126,all_ages_adj,Pfizer,79,"48,540,669",851,"70,062,025.4",0.162750126,1.214638023,7.463207875,0.114822162,1.738044504,15.1368384,1
death,06 - JUN,202126,all_ages_adj,all_types,143,"91,798,916",851,"70,062,025.4",0.15577526,1.214638023,7.797374393,0.101019844,1.738044504,17.20498112,1
death,07 - JUL,202127,all_ages_adj,Janssen,37,"7,056,570","1,336","69,056,097.4",0.52433406,1.934658995,3.689745034,0.515673208,2.738782493,5.311081616,1
death,07 - JUL,202127,all_ages_adj,Moderna,77,"36,729,068","1,336","69,056,097.4",0.209643218,1.934658995,9.228340492,0.115142298,2.738782493,23.78606772,1
death,07 - JUL,202127,all_ages_adj,Pfizer,132,"49,575,140","1,336","69,056,097.4",0.266262486,1.934658995,7.265984131,0.191423638,2.738782493,14.30744143,1
death,07 - JUL,202127,all_ages_adj,all_types,246,"93,472,573","1,336","69,056,097.4",0.263178804,1.934658995,7.351120087,0.170868479,2.738782493,16.02859991,1
death,07 - JUL,202128,all_ages_adj,Janssen,77,"7,193,188","1,960","67,964,199.4",1.070457216,2.88387124,2.694055584,1.09110387,4.075500579,3.735208618,1
death,07 - JUL,202128,all_ages_adj,Moderna,117,"37,053,208","1,960","67,964,199.4",0.315762133,2.88387124,9.13304965,0.176875623,4.075500579,23.04161825,1
death,07 - JUL,202128,all_ages_adj,Pfizer,245,"50,441,705","1,960","67,964,199.4",0.485709196,2.88387124,5.937444177,0.340481706,4.075500579,11.96980779,1
death,07 - JUL,202128,all_ages_adj,all_types,439,"94,801,576","1,960","67,964,199.4",0.46307247,2.88387124,6.227688805,0.295105522,4.075500579,13.81031621,1
death,07 - JUL,202129,all_ages_adj,Janssen,112,"7,316,397","3,414","66,689,552.4",1.530808129,5.119242636,3.344143881,1.524794143,7.225968495,4.738979703,1
death,07 - JUL,202129,all_ages_adj,Moderna,189,"37,316,237","3,414","66,689,552.4",0.506481937,5.119242636,10.10745352,0.265096939,7.225968495,27.25783448,1
death,07 - JUL,202129,all_ages_adj,Pfizer,402,"51,135,843","3,414","66,689,552.4",0.786141337,5.119242636,6.51186039,0.562634838,7.225968495,12.84308757,1
death,07 - JUL,202129,all_ages_adj,all_types,703,"95,883,567","3,414","66,689,552.4",0.733180901,5.119242636,6.98223676,0.473397441,7.225968495,15.26406327,1
death,07 - JUL,202130,all_ages_adj,Janssen,152,"7,444,215","5,082","65,017,337.7",2.041853977,7.816376646,3.828078176,2.009844,11.02238333,5.484198439,1
death,07 - JUL,202130,all_ages_adj,Moderna,304,"37,572,989","5,082","65,017,337.7",0.809091872,7.816376646,9.660678742,0.444170518,11.02238333,24.81565722,1
death,07 - JUL,202130,all_ages_adj,Pfizer,655,"51,836,454","5,082","65,017,337.7",1.263589519,7.816376646,6.185851122,0.914150593,11.02238333,12.05751374,1
death,07 - JUL,202130,all_ages_adj,all_types,"1,111","96,970,183","5,082","65,017,337.7",1.145713007,7.816376646,6.822281492,0.755289571,11.02238333,14.59358603,1
death,08 - AUG,202131,all_ages_adj,Janssen,164,"7,556,405","6,557","63,138,449.7",2.170344231,10.38511403,4.785007781,2.037108878,14.59533223,7.164728593,1
death,08 - AUG,202131,all_ages_adj,Moderna,413,"37,800,734","6,557","63,138,449.7",1.092571377,10.38511403,9.505204192,0.577026191,14.59533223,25.29405504,1
death,08 - AUG,202131,all_ages_adj,Pfizer,822,"52,501,005","6,557","63,138,449.7",1.565684314,10.38511403,6.632955277,1.15384503,14.59533223,12.64930025,1
death,08 - AUG,202131,all_ages_adj,all_types,"1,400","97,976,061","6,557","63,138,449.7",1.428920479,10.38511403,7.267804043,0.934321269,14.59533223,15.62132076,1
death,08 - AUG,202132,all_ages_adj,Janssen,225,"7,679,699","7,427","61,232,865.7",2.929802327,12.12910733,4.139906374,2.833660973,17.04765669,6.016124319,1
death,08 - AUG,202132,all_ages_adj,Moderna,500,"38,017,847","7,427","61,232,865.7",1.315171793,12.12910733,9.222450932,0.713652839,17.04765669,23.88788465,1
death,08 - AUG,202132,all_ages_adj,Pfizer,964,"53,095,087","7,427","61,232,865.7",1.815610548,12.12910733,6.680456522,1.340482986,17.04765669,12.71754799,1
death,08 - AUG,202132,all_ages_adj,all_types,"1,690","98,911,752","7,427","61,232,865.7",1.708593737,12.12910733,7.098883171,1.124302436,17.04765669,15.16287447,1
death,08 - AUG,202133,all_ages_adj,Janssen,191,"7,801,873","7,667","59,476,294.7",2.448130084,12.89085011,5.265590336,2.506952935,18.16471288,7.245733504,1
death,08 - AUG,202133,all_ages_adj,Moderna,555,"38,215,599","7,667","59,476,294.7",1.452286539,12.89085011,8.876244298,0.787216361,18.16471288,23.07461299,1
death,08 - AUG,202133,all_ages_adj,Pfizer,957,"53,740,895","7,667","59,476,294.7",1.78076677,12.89085011,7.238932311,1.316071345,18.16471288,13.80222504,1
death,08 - AUG,202133,all_ages_adj,all_types,"1,703","99,878,808","7,667","59,476,294.7",1.705066404,12.89085011,7.56032145,1.119929796,18.16471288,16.21951032,1
death,08 - AUG,202134,all_ages_adj,Janssen,165,"7,919,599","7,090","57,806,856.7",2.083438821,12.26498102,5.886892811,2.018179565,17.35325648,8.598470017,1
death,08 - AUG,202134,all_ages_adj,Moderna,535,"38,432,188","7,090","57,806,856.7",1.392062299,12.26498102,8.810655256,0.743050728,17.35325648,23.354067,1
death,08 - AUG,202134,all_ages_adj,Pfizer,911,"54,524,863","7,090","57,806,856.7",1.670797412,12.26498102,7.340794836,1.248431885,17.35325648,13.90004267,1
death,08 - AUG,202134,all_ages_adj,all_types,"1,612","100,998,750","7,090","57,806,856.7",1.596059357,12.26498102,7.6845394,1.055002165,17.35325648,16.44855059,1
death,09 - SEP,202135,all_ages_adj,Janssen,176,"8,031,173","6,643","56,230,771.7",2.191460699,11.81381617,5.390840992,2.180670384,16.64901073,7.634813062,1
death,09 - SEP,202135,all_ages_adj,Moderna,490,"38,714,662","6,643","56,230,771.7",1.265670355,11.81381617,9.334038775,0.689137174,16.64901073,24.15921149,1
death,09 - SEP,202135,all_ages_adj,Pfizer,837,"55,564,580","6,643","56,230,771.7",1.506355308,11.81381617,7.842649148,1.144579363,16.64901073,14.54596446,1
death,09 - SEP,202135,all_ages_adj,all_types,"1,504","102,435,199","6,643","56,230,771.7",1.468245305,11.81381617,8.046214165,0.987623263,16.64901073,16.85765347,1
death,09 - SEP,202136,all_ages_adj,Janssen,145,"8,133,437","5,636","55,032,501.7",1.782764162,10.24122078,5.74457407,1.746331189,14.43491032,8.265849233,1
death,09 - SEP,202136,all_ages_adj,Moderna,491,"39,100,520","5,636","55,032,501.7",1.255737775,10.24122078,8.155540895,0.69123115,14.43491032,20.88289905,1
death,09 - SEP,202136,all_ages_adj,Pfizer,798,"56,768,055","5,636","55,032,501.7",1.405720171,10.24122078,7.285390783,1.093033461,14.43491032,13.20628401,1
death,09 - SEP,202136,all_ages_adj,all_types,"1,435","104,129,643","5,636","55,032,501.7",1.378089811,10.24122078,7.431461071,0.939754274,14.43491032,15.36030292,1
death,09 - SEP,202137,all_ages_adj,Janssen,135,"8,221,626","4,708","53,719,944.7",1.64201096,8.763970302,5.337339711,1.707230374,12.39061186,7.25772693,1
death,09 - SEP,202137,all_ages_adj,Moderna,431,"39,549,397","4,708","53,719,944.7",1.089776413,8.763970302,8.041989345,0.611496716,12.39061186,20.2627611,1
death,09 - SEP,202137,all_ages_adj,Pfizer,678,"57,979,598","4,708","53,719,944.7",1.169376856,8.763970302,7.494564528,0.910116602,12.39061186,13.61431253,1
death,09 - SEP,202137,all_ages_adj,all_types,"1,244","105,881,506","4,708","53,719,944.7",1.174898287,8.763970302,7.459343844,0.809496229,12.39061186,15.30657144,1
death,09 - SEP,202138,all_ages_adj,Janssen,110,"8,284,415","3,832","52,663,955.7",1.327794419,7.276323909,5.480007903,1.441227141,10.2544866,7.115107888,1
death,09 - SEP,202138,all_ages_adj,Moderna,402,"39,967,469","3,832","52,663,955.7",1.005818007,7.276323909,7.234235081,0.565791909,10.2544866,18.12413084,1
death,09 - SEP,202138,all_ages_adj,Pfizer,582,"58,930,039","3,832","52,663,955.7",0.987611768,7.276323909,7.367595391,0.781265318,10.2544866,13.12548549,1
death,09 - SEP,202138,all_ages_adj,all_types,"1,094","107,315,531","3,832","52,663,955.7",1.01942374,7.276323909,7.137683401,0.710131159,10.2544866,14.4402713,1
death,09 - SEP,202139,all_ages_adj,Janssen,76,"8,358,797","3,147","51,672,163.65",0.909221746,6.090319773,6.698387717,0.857172115,8.676893667,10.12269708,1
death,09 - SEP,202139,all_ages_adj,Moderna,350,"40,425,129","3,147","51,672,163.65",0.865798103,6.090319773,7.034341785,0.480311379,8.676893667,18.06514282,1
death,09 - SEP,202139,all_ages_adj,Pfizer,490,"59,932,753","3,147","51,672,163.65",0.817583,6.090319773,7.449176136,0.659005949,8.676893667,13.16663936,1
death,09 - SEP,202139,all_ages_adj,all_types,916,"108,852,873","3,147","51,672,163.65",0.841502824,6.090319773,7.237432367,0.591209942,8.676893667,14.6765016,1
death,10 - OCT,202140,all_ages_adj,Janssen,72,"8,425,881","2,717","50,808,843.65",0.854510051,5.347494264,6.257965322,0.910306246,7.709436743,8.469058382,1
death,10 - OCT,202140,all_ages_adj,Moderna,317,"40,788,035","2,717","50,808,843.65",0.777188703,5.347494264,6.880560985,0.433320662,7.709436743,17.79152811,1
death,10 - OCT,202140,all_ages_adj,Pfizer,454,"60,875,021","2,717","50,808,843.65",0.745790297,5.347494264,7.17023845,0.597294898,7.709436743,12.90725363,1
death,10 - OCT,202140,all_ages_adj,all_types,844,"110,228,390","2,717","50,808,843.65",0.765682961,5.347494264,6.983953594,0.533698312,7.709436743,14.44530846,1
death,10 - OCT,202141,all_ages_adj,Janssen,90,"8,485,580","2,455","50,048,369.65",1.060622845,4.905254691,4.624881233,1.080901651,7.116481256,6.583837899,1
death,10 - OCT,202141,all_ages_adj,Moderna,300,"41,073,645","2,455","50,048,369.65",0.730395367,4.905254691,6.71588966,0.415911844,7.116481256,17.11055204,1
death,10 - OCT,202141,all_ages_adj,Pfizer,398,"61,668,636","2,455","50,048,369.65",0.645384795,4.905254691,7.600511709,0.529115988,7.116481256,13.4497566,1
death,10 - OCT,202141,all_ages_adj,all_types,788,"111,373,896","2,455","50,048,369.65",0.707526654,4.905254691,6.932960987,0.50222873,7.116481256,14.1698012,1
death,10 - OCT,202142,all_ages_adj,Janssen,64,"8,544,078","2,172","49,340,536.65",0.749056832,4.402059944,5.876803675,0.770529109,6.431453612,8.346801615,1
death,10 - OCT,202142,all_ages_adj,Moderna,290,"41,282,121","2,172","49,340,536.65",0.702483286,4.402059944,6.266426595,0.401781024,6.431453612,16.00736029,1
death,10 - OCT,202142,all_ages_adj,Pfizer,388,"62,416,784","2,172","49,340,536.65",0.62162767,4.402059944,7.081505791,0.504393196,6.431453612,12.75087306,1
death,10 - OCT,202142,all_ages_adj,all_types,742,"112,395,095","2,172","49,340,536.65",0.660171158,4.402059944,6.668058566,0.467174931,6.431453612,13.76669247,1
death,10 - OCT,202143,all_ages_adj,Janssen,69,"8,601,785","2,054","48,532,436.95",0.802159087,4.232221024,5.276037003,0.8822036,6.301405512,7.142801854,1
death,10 - OCT,202143,all_ages_adj,Moderna,323,"41,476,010","2,054","48,532,436.95",0.778763435,4.232221024,5.434539985,0.436694758,6.301405512,14.42977137,1
death,10 - OCT,202143,all_ages_adj,Pfizer,335,"63,026,340","2,054","48,532,436.95",0.531523804,4.232221024,7.962429887,0.433208811,6.301405512,14.54588493,1
death,10 - OCT,202143,all_ages_adj,all_types,727,"113,261,508","2,054","48,532,436.95",0.64187738,4.232221024,6.593503925,0.455656623,6.301405512,13.82928546,1
death,11 - NOV,202144,all_ages_adj,Janssen,72,"8,667,745","2,187","47,770,061.55",0.830665877,4.578181248,5.511459392,0.862256557,6.882448207,7.981903008,1
death,11 - NOV,202144,all_ages_adj,Moderna,336,"41,655,293","2,187","47,770,061.55",0.806620181,4.578181248,5.675758372,0.453602352,6.882448207,15.17286711,1
death,11 - NOV,202144,all_ages_adj,Pfizer,327,"63,550,823","2,187","47,770,061.55",0.514548805,4.578181248,8.897467466,0.42354535,6.882448207,16.24961344,1
death,11 - NOV,202144,all_ages_adj,all_types,736,"114,037,291","2,187","47,770,061.55",0.645402915,4.578181248,7.093524283,0.461489254,6.882448207,14.91356116,1
death,11 - NOV,202145,all_ages_adj,Janssen,71,"8,763,852","2,310","47,027,876.1",0.810146041,4.91198028,6.063080028,0.875609836,7.471984836,8.533463794,1
death,11 - NOV,202145,all_ages_adj,Moderna,372,"41,875,499","2,310","47,027,876.1",0.888347623,4.91198028,5.529344766,0.502161696,7.471984836,14.87963916,1
death,11 - NOV,202145,all_ages_adj,Pfizer,329,"64,008,225","2,310","47,027,876.1",0.513996443,4.91198028,9.556447992,0.421922598,7.471984836,17.70937339,1
death,11 - NOV,202145,all_ages_adj,all_types,774,"114,823,477","2,310","47,027,876.1",0.674078177,4.91198028,7.286959363,0.484333139,7.471984836,15.42736647,1
death,11 - NOV,202146,all_ages_adj,Janssen,102,"8,868,249","2,518","46,224,095.45",1.150170682,5.44737539,4.736145231,1.290836393,8.39450078,6.503148521,1
death,11 - NOV,202146,all_ages_adj,Moderna,364,"42,091,969","2,518","46,224,095.45",0.86477304,5.44737539,6.299196595,0.486546779,8.39450078,17.25322443,1
death,11 - NOV,202146,all_ages_adj,Pfizer,353,"64,413,282","2,518","46,224,095.45",0.54802362,5.44737539,9.940037597,0.454758034,8.39450078,18.45926877,1
death,11 - NOV,202146,all_ages_adj,all_types,819,"115,563,367","2,518","46,224,095.45",0.708702092,5.44737539,7.686410762,0.509388337,8.39450078,16.47957003,1
death,11 - NOV,202147,all_ages_adj,Janssen,79,"8,966,466","2,286","45,500,800.45",0.88106061,5.024087439,5.70231762,0.970006307,7.770561558,8.010836119,1
death,11 - NOV,202147,all_ages_adj,Moderna,376,"42,278,767","2,286","45,500,800.45",0.889335302,5.024087439,5.649261229,0.502851659,7.770561558,15.45298981,1
death,11 - NOV,202147,all_ages_adj,Pfizer,381,"64,764,825","2,286","45,500,800.45",0.588282297,5.024087439,8.540266241,0.478999065,7.770561558,16.22249839,1
death,11 - NOV,202147,all_ages_adj,all_types,836,"116,212,832","2,286","45,500,800.45",0.719369785,5.024087439,6.984012314,0.510981089,7.770561558,15.20714117,1
death,12 - DEC,202148,all_ages_adj,Janssen,95,"9,058,274","2,597","44,732,580.45",1.048764919,5.805611869,5.535665584,1.224321589,9.197037038,7.511945492,1
death,12 - DEC,202148,all_ages_adj,Moderna,304,"42,456,795","2,597","44,732,580.45",0.716022017,5.805611869,8.108147137,0.400588856,9.197037038,22.95879406,1
death,12 - DEC,202148,all_ages_adj,Pfizer,360,"65,103,482","2,597","44,732,580.45",0.552965815,5.805611869,10.499043,0.455216274,9.197037038,20.20366484,1
death,12 - DEC,202148,all_ages_adj,all_types,760,"116,835,700","2,597","44,732,580.45",0.65048611,5.805611869,8.925035877,0.465690889,9.197037038,19.74923119,1
